Date,combined_nav
2025-06-06,199245131.1322225
2025-06-09,200565457.90031785
2025-06-10,203040895.99622875
2025-06-11,201748283.89769274
2025-06-12,201790693.03731126
2025-06-13,199584954.6693438
2025-06-16,202092255.85044408
2025-06-17,200243304.631971
2025-06-18,199561797.3962223
2025-06-20,198099541.03928196
2025-06-23,201105762.0814375
2025-06-24,202998036.24500304
2025-06-25,203473519.64981633
2025-06-26,205294360.91548565
2025-06-27,206946535.57724616
2025-06-30,207205468.74671772
2025-07-01,205544150.9420565
2025-07-02,207622166.86657128
2025-07-03,209625572.55516502
2025-07-07,206805516.8600236
2025-07-08,205967144.51674053
2025-07-09,207793785.41715887
2025-07-10,209355818.7456417
2025-07-11,209274091.97633088
2025-07-14,209728650.75591955
2025-07-15,209558608.54880723
2025-07-16,211490485.33354172
2025-07-17,211939269.1624488
2025-07-18,213214226.1701151
2025-07-21,214466967.6777337
2025-07-22,214430474.29322848
2025-07-23,215913570.87059465
2025-07-24,215284680.37936127
2025-07-25,216299613.22394806
2025-07-28,217146126.7116537
2025-07-29,215981151.47247922
2025-07-30,216017902.26822957
2025-07-31,217204938.5516821
2025-08-01,212056789.60677826
2025-08-04,215964437.10343906
2025-08-05,214619894.30465567
2025-08-06,217900194.09068775
2025-08-07,217889289.08098322
2025-08-08,220986156.98593315
2025-08-11,221125504.26483428
2025-08-12,223119647.05826044
2025-08-13,223124113.4512016
2025-08-14,224269766.15320623
2025-08-15,223627782.6220081
2025-08-18,223343521.33807814
2025-08-19,220922545.00198674
2025-08-20,219496304.58672392
2025-08-21,218599943.6640101
2025-08-22,223389474.43081528
2025-08-25,223700263.80027413
2025-08-26,224692141.96890935
2025-08-27,224779849.90427718
2025-08-28,225439040.86449674
2025-08-29,223609108.24308565
2025-09-02,221811921.1038937
2025-09-03,225146540.15887415
2025-09-04,227733518.439898
2025-09-05,226158497.82747832
2025-09-08,226074745.18328214
2025-09-09,227633778.177595
2025-09-10,226376135.7220547
2025-09-11,229210603.17993757
2025-09-12,231571238.28665912
2025-09-15,234586582.09676856
2025-09-16,235354334.220225
2025-09-17,235326067.70011857
2025-09-18,234965712.81653738
2025-09-19,237583107.20018548
2025-09-22,238596063.23685825
2025-09-23,235909607.52544358
2025-09-24,236251966.45635548
2025-09-25,234759954.5480159
2025-09-26,236559747.79985368
2025-09-29,237674886.211991
2025-09-30,238452737.08990422
2025-10-01,239400188.45615116
2025-10-02,238575963.807862
2025-10-03,238150942.59228402
2025-10-06,240346154.77355897
2025-10-07,238736900.99812388
2025-10-08,239922028.0270746
2025-10-09,240190964.69846496
2025-10-10,233178760.25821075
2025-10-13,237507936.26100057
2025-10-14,235473156.3266064
2025-10-15,236795282.73359865
2025-10-16,235041517.64137003
2025-10-17,237041070.54132167
2025-10-20,240298390.43985403
2025-10-21,239562465.36510807
2025-10-22,238435581.77789205
2025-10-23,239845918.06619945
2025-10-24,241461427.09478495
2025-10-27,245987745.62427026
2025-10-28,247863696.24592718
2025-10-29,249044479.4400578
2025-10-30,244737534.83533362
2025-10-31,246603958.85077885
2025-11-03,247665215.87383717
2025-11-04,244291770.28579423
2025-11-05,245592466.50371465
2025-11-06,242033391.58874086
2025-11-07,240703530.2689187
2025-11-10,245651688.7806423
2025-11-11,246172894.36085722
2025-11-12,244615817.6684966
2025-11-13,239437963.12480792
2025-11-14,238987443.7541333
2025-11-17,238396650.7680606
2025-11-18,234982332.69556963
2025-11-19,236837921.30053768
2025-11-20,233742206.04835266
2025-11-21,235202005.4140944
2025-11-24,240938752.2860359
2025-11-25,243304323.44596192
2025-11-26,244548630.53877077
2025-11-28,246163971.50032666
2025-12-01,245259815.72492045
2025-12-02,246087015.30391347
2025-12-03,246170752.8891168
2025-12-04,247109425.45762438
2025-12-05,247890923.2420705
2025-12-08,246350278.60873723
2025-12-09,245208750.81877878
2025-12-10,246803907.69910082
2025-12-11,248199479.7776007
2025-12-12,247248109.7700525
2025-12-15,247760327.3572765
2025-12-16,248050440.94028446
2025-12-17,244488047.11279136
2025-12-18,247593138.43065274
2025-12-19,249263264.18367532
2025-12-22,250942151.95163143
2025-12-23,252798092.454554
2025-12-24,253632986.15965405
2025-12-26,252983173.71508533
2025-12-29,251271655.46077135
2025-12-30,251027727.95497438
2025-12-31,249547996.6373196
2026-01-02,247924634.65917704
2026-01-05,250212343.79073468
2026-01-06,250119691.2235321
2026-01-07,250209806.31237257
2026-01-08,249929347.3293027
2026-01-09,250762278.05590928
2026-01-12,250528883.1373173
2026-01-13,248076754.66023433
2026-01-14,245770263.60944074
2026-01-15,246215469.78657386
2026-01-16,246028194.02953607
2026-01-20,239707516.2887979
2026-01-21,241396465.203471
2026-01-22,245153290.23738495
2026-01-23,246713737.1632947
2026-01-26,248192750.44890285
2026-01-27,249839594.38437903
2026-01-28,250464693.37034
2026-01-29,250840690.4103955
2026-01-30,249610591.02738455
2026-02-02,250954572.00711188
2026-02-03,248651484.58180666
2026-02-04,246212740.03290495
2026-02-05,242637291.1750275
2026-02-06,245136086.90121847
2026-02-09,246500155.54438925
2026-02-10,245710715.04664722
2026-02-11,244476243.25711307
2026-02-12,240032922.6795639
2026-02-13,237359130.25014034
2026-02-17,238475658.162316
2026-02-18,240144001.0128706
2026-02-19,239857991.65166527
2026-02-20,242320986.64601135
2026-02-23,237916805.52851978
2026-02-24,240069381.4504976
2026-02-25,243541274.01245734
2026-02-26,241376851.4992267
2026-02-27,239250975.2060335
2026-03-02,239851997.15380067
2026-03-03,239052624.0032785
2026-03-04,241354234.24619
2026-03-05,240209267.1758631
2026-03-06,236771414.65524822
2026-03-09,238690883.11395574
2026-03-10,239166275.9713525
2026-03-11,239175850.62239134
2026-03-12,235379349.6315202
2026-03-13,232724370.36117297
2026-03-16,235738411.71364653
2026-03-17,235955475.05242312
2026-03-18,232694167.94194916
2026-03-19,231059250.8829967
2026-03-20,227518671.751978
